obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
108, 115.0, 3687, 34995, 10956, 3375, 6655, 4184, 7045, 3086, 37, 16, 1, 73983,  1*
109, 116.0, 39234, 25609, 7383, 5464, 8544, 10733, 2405, 2836, 51, 21, 1, 102208,  1*
110, 117.0, 437529, 48915, 42425, 6322, 14949, 8052, 5588, 5814, 40, 23, 1, 569594,  1*
111, 118.0, 73902, 74532, 20504, 10158, 17098, 4623, 5701, 6380, 35, 27, 1, 212898,  1*
112, 119.0, 7871, 20705, 9507, 7323, 6537, 13180, 3348, 2099, 50, 34, 1, 70570,  1*
113, 119.9, 1810, 38382, 22558, 5398, 13805, 8566, 4470, 4474, 40, 38, 1, 99463,  1*
114, 121.1, 5236, 52440, 9509, 2856, 6690, 5070, 5462, 5266, 38, 24, 1, 92529,  1*
115, 121.9, 573038, 60728, 12516, 5413, 8468, 7243, 1345, 867, 47, 20, 1, 669618,  1*
116, 123.0, 92975, 91070, 13455, 10734, 9269, 10043, 7408, 3214, 29, 11, 1, 238168,  1*
117, 124.0, 351710, 172769, 78528, 10728, 11216, 5950, 5131, 5050, 11, 11, 1, 641082,  1*
118, 124.9, 29517, 64828, 6392, 17099, 9205, 3049, 7236, 2370, 1, 16, 0, 139696,  1*
119, 126.9, 52846, 78508, 7305, 10952, 6984, 6039, 8412, 5687, 1, 14, 0, 176733,  1*
120, 127.9, 170911, 43851, 18540, 26142, 3460, 6662, 4922, 4635, 26, 26, 0, 279123,  1*
121, 129.0, 10058, 25078, 25171, 8922, 15421, 7406, 4755, 3795, 41, 38, 1, 100606,  1*
122, 129.9, 5760, 20430, 2834, 3890, 3364, 7692, 7043, 3482, 60, 38, 0, 54495,  1*
123, 131.9, 30056, 20299, 11245, 10963, 4323, 7709, 6822, 5775, 54, 47, 1, 97192,  1*
124, 132.9, 80055, 98269, 5055, 4094, 6043, 10981, 3000, 4922, 63, 24, 1, 212419,  1*
125, 134.0, 857530, 118945, 11196, 12220, 10896, 3703, 7441, 7713, 35, 23, 0, 1029644,  1*
126, 134.9, 69352, 44462, 2865, 3273, 4781, 2765, 1429, 746, 20, 4, 0, 129673,  1*
127, 136.0, 238057, 13962, 2682, 3500, 1321, 2297, 1254, 943, 13, 1, 0, 264016,  1*
128, 136.9, 350733, 669098, 25870, 8110, 14443, 22747, 17281, 5559, 1, 1, 1, 1113841,  1*
129, 137.9, 1818127, 106755, 203683, 27944, 25540, 22665, 6215, 8941, 11, 21, 1, 2219870,  1*
130, 138.9, 60338, 42504, 33136, 4115, 8019, 11433, 6557, 3306, 23, 40, 1, 169408,  1*
131, 139.9, 108601, 379331, 108042, 155484, 84753, 46658, 11229, 16479, 17, 47, 0, 910577,  1*
132, 140.8, 328454, 194655, 21456, 15974, 28691, 9136, 9382, 6412, 20, 57, 1, 614160,  1*
133, 141.9, 35097, 62334, 2254, 12034, 8294, 10491, 11591, 8527, 27, 37, 0, 150622,  1*
134, 142.9, 11170, 43258, 9993, 10868, 8175, 13076, 6166, 6274, 30, 29, 0, 108980,  1*
135, 143.9, 29392, 41554, 15705, 8989, 6219, 14373, 6168, 3866, 43, 26, 1, 126266,  1*
136, 145.0, 37514, 8353, 9303, 6188, 14672, 4441, 5310, 3038, 61, 40, 1, 88819,  1*
137, 145.8, 26110, 38924, 11034, 18330, 13596, 7358, 8953, 5904, 57, 50, 0, 130209,  1*
138, 146.9, 45131, 28014, 10447, 24715, 9375, 16215, 3523, 6164, 61, 56, 0, 143584,  1*
139, 147.9, 2395, 30639, 17097, 7481, 7197, 8255, 7080, 2196, 57, 61, 1, 82340,  1*
140, 149.9, 22353, 26010, 28666, 19913, 8833, 8732, 11105, 3403, 51, 66, 1, 129015,  1*
141, 150.9, 327660, 29335, 13066, 47481, 5771, 11518, 10491, 19297, 63, 77, 0, 464619,  1*
142, 151.9, 1180699, 198516, 38759, 5821, 13697, 16795, 18390, 8476, 53, 66, 1, 1481153,  1*
143, 152.9, 307651, 26496, 10225, 6946, 22721, 21623, 34196, 20361, 69, 51, 1, 450219,  1*
144, 153.8, 220691, 45152, 3370, 4040, 10420, 6153, 4322, 954, 54, 34, 0, 295102,  1*
145, 155.8, 181594, 108445, 37413, 40715, 26635, 10693, 9985, 9162, 44, 24, 0, 424642,  1*
146, 156.8, 514762, 80876, 13678, 20757, 7624, 12722, 11534, 20295, 37, 37, 0, 682248,  1*
147, 157.9, 128762, 36999, 35978, 21239, 16623, 14153, 14858, 45337, 38, 54, 1, 313949,  1*
148, 158.8, 194648, 65458, 7842, 9348, 3837, 9362, 8076, 3307, 47, 47, 0, 301878,  1*
149, 159.9, 66118, 12012, 6581, 10281, 8030, 3591, 2870, 2981, 43, 53, 0, 112464,  1*
150, 160.9, 497510, 145680, 40527, 21032, 25679, 28513, 14214, 6205, 47, 51, 1, 779360,  1*
151, 161.8, 526496, 120698, 89282, 53353, 19218, 9183, 6261, 9607, 27, 53, 1, 834098,  1*
152, 162.9, 1285381, 33199, 1545, 10436, 8421, 17801, 5004, 6200, 43, 51, 0, 1367987,  1*
153, 163.8, 1164164, 469279, 83729, 137399, 170038, 146819, 17501, 16806, 48, 41, 0, 2205735,  1*
154, 164.9, 54997, 10616, 47563, 13298, 4749, 17591, 18555, 13435, 54, 57, 1, 180804,  1*
155, 165.8, 2718, 6939, 5428, 12861, 9093, 12961, 10215, 4974, 87, 54, 0, 65189,  1*
156, 166.8, 2975, 10155, 16237, 7107, 8994, 19948, 16299, 9927, 91, 66, 1, 91642,  1*
157, 167.8, 38265, 18712, 9486, 8085, 16366, 15197, 4892, 3417, 97, 67, 1, 114420,  1*
158, 168.8, 7473, 19973, 18147, 5383, 6300, 7941, 3458, 9669, 96, 57, 1, 78344,  1*
159, 169.7, 4130, 2367, 13356, 3741, 8144, 8165, 8091, 6977, 93, 61, 1, 54971,  1*
160, 170.9, 45868, 86725, 16782, 4903, 8668, 10693, 7928, 5880, 74, 51, 1, 187447,  1*
161, 171.8, 36412, 50776, 10417, 19612, 15487, 7681, 19089, 5040, 57, 53, 0, 164514,  1*
162, 173.8, 67256, 16876, 4348, 30912, 7676, 14220, 16760, 8690, 61, 56, 0, 166738,  1*
163, 174.7, 6941, 7414, 1437, 2796, 3715, 17839, 13744, 4428, 80, 54, 0, 58314,  1*
164, 175.9, 19281, 6624, 4088, 8836, 6831, 13303, 9175, 4407, 94, 57, 0, 72545,  1*
165, 176.8, 7411, 10576, 3048, 11471, 13644, 10436, 6413, 7066, 96, 50, 0, 70065,  1*
166, 177.8, 14783, 6670, 7627, 3645, 10422, 8650, 8502, 5574, 100, 40, 1, 65873,  1*
167, 178.8, 7272, 36610, 2227, 6819, 5877, 18819, 5766, 1760, 90, 40, 0, 85150,  1*
168, 179.7, 323183, 69462, 13784, 6494, 13353, 16005, 11500, 5692, 77, 30, 1, 459473,  1*
169, 180.8, 27317, 36552, 14566, 22478, 21065, 13257, 8317, 5109, 67, 35, 0, 148661,  1
170, 181.8, 32985, 20731, 7216, 25191, 8292, 17497, 8088, 4410, 64, 38, 0, 124410,  1
171, 182.7, 45934, 29421, 22519, 26590, 21516, 18536, 8213, 2971, 60, 53, 0, 175700,  1
172, 183.8, 120884, 18556, 1830, 7309, 8993, 5594, 4515, 4522, 60, 54, 0, 172203,  1
173, 184.8, 11475, 3487, 20074, 15089, 6249, 9137, 7106, 2735, 63, 67, 1, 75352,  1
174, 185.7, 64094, 90469, 78027, 17228, 10355, 6765, 2986, 3834, 40, 69, 1, 273758,  1
175, 186.8, 38951, 31514, 21095, 15513, 8588, 14403, 6991, 4575, 38, 69, 1, 141630,  1
176, 187.7, 282079, 251289, 9554, 4227, 6291, 10830, 9081, 8227, 21, 53, 1, 581578,  1
177, 188.9, 140107, 54013, 4647, 29568, 17107, 26078, 5427, 4891, 24, 38, 0, 281838,  1
178, 189.8, 283070, 47358, 13048, 12377, 8546, 9481, 11504, 7725, 37, 30, 1, 393109,  1
179, 189.8, 102458, 27762, 67785, 18681, 20872, 15027, 9750, 13960, 34, 38, 1, 276295,  1
