obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
25, 27.3, 87059, 23351, 28966, 22217, 8709, 5467, 3052, 1189, 54, 67, 1, 180010,  X*
26, 28.4, 5241, 6949, 6905, 4012, 2941, 4845, 2072, 4818, 56, 66, 1, 37783,  X*
27, 29.3, 367013, 13075, 1248, 3028, 3008, 2446, 5488, 2950, 56, 64, 0, 398256,  X*
28, 30.2, 25482, 48060, 11918, 22637, 15901, 4697, 1344, 2058, 50, 64, 0, 132097,  X*
29, 31.4, 8672, 13684, 13043, 5878, 4676, 5161, 4408, 5021, 57, 63, 1, 60543,  X*
30, 32.2, 6831, 35858, 3273, 8803, 6755, 2901, 2924, 3896, 44, 56, 0, 71241,  X*
31, 33.4, 7788, 23520, 17923, 3227, 5437, 4723, 1881, 3259, 43, 61, 1, 67758,  X*
32, 34.3, 40863, 29621, 6893, 8449, 5713, 4586, 4276, 9294, 48, 60, 0, 109695,  X*
33, 35.2, 29206, 55880, 989, 20887, 5699, 3429, 3260, 1216, 37, 54, 0, 120566,  X*
34, 36.3, 11246, 5109, 2572, 2415, 2455, 7943, 5848, 2193, 60, 54, 1, 39781,  X*
35, 37.3, 4603, 15860, 1804, 7888, 9457, 8465, 4806, 2437, 70, 50, 0, 55320,  X*
36, 38.3, 9491, 12450, 15569, 5151, 8289, 7826, 2106, 3486, 78, 54, 1, 64368,  X*
37, 39.3, 8306, 20300, 29572, 16856, 4442, 7048, 3228, 2734, 84, 64, 1, 92486,  X*
38, 40.2, 3998, 28732, 25688, 23865, 5883, 9443, 7152, 2702, 67, 75, 1, 107463,  X*
39, 41.3, 10005, 8182, 3406, 10705, 3974, 9532, 5373, 8836, 69, 80, 0, 60013,  X*
40, 42.2, 2934, 4711, 3321, 5541, 5055, 15211, 13311, 8300, 83, 75, 0, 58384,  X*
41, 43.2, 2473, 5634, 8116, 5605, 4837, 13559, 3309, 8754, 100, 67, 1, 52287,  X*
42, 44.3, 21393, 8133, 5991, 10461, 6537, 14003, 5100, 11470, 100, 63, 0, 83088,  X*
43, 45.2, 70329, 34479, 10805, 34228, 5499, 9486, 5326, 7968, 100, 64, 0, 178120,  X*
44, 47.3, 471501, 19258, 5165, 2294, 3445, 1065, 530, 795, 74, 63, 1, 504053,  X*
45, 48.2, 11823, 11317, 9502, 1601, 7329, 6454, 2585, 4263, 63, 60, 1, 54874,  X*
46, 49.3, 5830, 6521, 1369, 13287, 9206, 14038, 3136, 3656, 78, 56, 0, 57043,  X*
47, 50.3, 9527, 5802, 6972, 2834, 2612, 6167, 3080, 5216, 97, 60, 1, 42210,  X*
48, 51.4, 7347, 11075, 7301, 14513, 4669, 7581, 10441, 4828, 93, 64, 0, 67755,  X*
49, 52.3, 16045, 25328, 3420, 9080, 2058, 12730, 2817, 4697, 94, 63, 0, 76175,  X*
50, 53.2, 17108, 7123, 3904, 3038, 4264, 7457, 6362, 5277, 93, 61, 1, 54533,  X*
51, 54.3, 9517, 9746, 4530, 2884, 8326, 9095, 6265, 21368, 94, 54, 1, 71731,  X*
52, 55.2, 4959, 15960, 4693, 7388, 3385, 4137, 4597, 6025, 93, 51, 0, 51144,  X*
53, 56.2, 10395, 4492, 2799, 4406, 3743, 11607, 8885, 10133, 100, 51, 0, 56460,  X*
54, 57.3, 65990, 11768, 4682, 6146, 4222, 10570, 4227, 2894, 100, 51, 0, 110499,  X*
55, 58.2, 4194, 11043, 7401, 8063, 6799, 13296, 2684, 13005, 100, 56, 0, 66485,  X*
56, 59.1, 16889, 7405, 24455, 11112, 16251, 6494, 5784, 6926, 100, 63, 1, 95316,  X*
57, 60.2, 4369, 15877, 8009, 6174, 6761, 9813, 3454, 4581, 90, 63, 1, 59038,  X*
58, 61.1, 167375, 39916, 2827, 7664, 3883, 5082, 3931, 3274, 77, 60, 0, 233952,  X*
59, 62.3, 124569, 77119, 86832, 33412, 17974, 13942, 16955, 9481, 57, 64, 1, 380284,  X*
60, 63.2, 14247, 3917, 9585, 4534, 8716, 6250, 4936, 3529, 64, 60, 1, 55714,  X*
61, 65.2, 10327, 29195, 26688, 21428, 7102, 7923, 10585, 7112, 54, 66, 1, 120360,  X*
62, 66.2, 18411, 15834, 30931, 8777, 17031, 5760, 7665, 7228, 50, 70, 1, 111637,  X*
63, 67.3, 197539, 35142, 5034, 5908, 2034, 2266, 1061, 982, 30, 64, 0, 249966,  X*
64, 68.2, 59523, 35137, 16387, 6546, 17247, 8754, 8887, 8328, 35, 56, 1, 160809,  X*
65, 69.2, 2304, 4027, 8339, 5894, 9381, 7208, 9111, 3374, 56, 60, 1, 49638,  X*
66, 71.2, 25904, 15800, 2839, 5221, 6750, 8156, 5777, 5098, 67, 50, 0, 75545,  X*
67, 72.1, 431737, 12249, 6955, 6527, 2726, 697, 1402, 1339, 74, 56, 1, 463632,  X*
68, 73.2, 24164, 18985, 4124, 7141, 5608, 2488, 6433, 4410, 57, 53, 0, 73353,  X*
69, 74.1, 64093, 39655, 43593, 33057, 9290, 6293, 3176, 6614, 41, 64, 1, 205771,  X*
70, 75.2, 7243, 50772, 13803, 7843, 14511, 8579, 4733, 4893, 27, 63, 1, 112377,  X*
71, 76.2, 9699, 3309, 15709, 3692, 13898, 11730, 5068, 3925, 54, 61, 1, 67030,  X*
72, 77.1, 414482, 23721, 3446, 23781, 8386, 11259, 6103, 11000, 64, 63, 0, 502178,  X*
73, 78.2, 10664, 22826, 2525, 4556, 12418, 9976, 20611, 8568, 81, 47, 0, 92144,  X*
74, 79.1, 33287, 31840, 24286, 28959, 14735, 23272, 17009, 7490, 88, 53, 0, 180878,  X*
75, 80.2, 419962, 174375, 34078, 8279, 19101, 14185, 13459, 7868, 69, 44, 1, 691307,  X*
76, 81.1, 104487, 41166, 5357, 21411, 27618, 8997, 12300, 5651, 64, 40, 0, 226987,  X*
77, 82.1, 941277, 160084, 24099, 63151, 20445, 35998, 49102, 14878, 56, 48, 0, 1309034,  X*
78, 83.2, 82559, 24491, 2997, 17323, 7957, 1965, 989, 2099, 40, 47, 0, 140380,  X*
79, 84.1, 404595, 112332, 16305, 42962, 26863, 17259, 10837, 4980, 44, 51, 0, 636133,  X*
80, 85.1, 305462, 234700, 58334, 84463, 47041, 51643, 6324, 2809, 47, 51, 0, 790776,  X*
81, 86.2, 19187, 19130, 11481, 17887, 26352, 12748, 3929, 3965, 53, 53, 0, 114679,  X*
82, 87.1, 31478, 55299, 11746, 21387, 15982, 11453, 18999, 2018, 61, 51, 0, 168362,  X*
83, 89.1, 13751, 17109, 14541, 3787, 5639, 8219, 9198, 5958, 69, 54, 1, 78202,  X*
84, 90.0, 20925, 19519, 8083, 2338, 7903, 5585, 6386, 3827, 70, 61, 1, 74566,  X*
85, 91.2, 33984, 19678, 8857, 11575, 5669, 6677, 17790, 5795, 75, 64, 0, 110025,  X*
86, 92.1, 3791, 19902, 36654, 4467, 7180, 13633, 11474, 8400, 74, 69, 1, 105501,  X*
87, 94.1, 18300, 34783, 7184, 7191, 5585, 25339, 8761, 6546, 80, 53, 0, 113689,  X*
88, 95.1, 29091, 15394, 3232, 12193, 8804, 6022, 4533, 7584, 87, 56, 0, 86853,  X*
89, 96.1, 27246, 41078, 9166, 16283, 9976, 7829, 5443, 5849, 80, 48, 0, 122870,  X*
90, 97.1, 5331, 15965, 4620, 4129, 9635, 7667, 4028, 5372, 75, 50, 1, 56747,  X*
91, 98.0, 7347, 6976, 4378, 14901, 5224, 12347, 9147, 7746, 78, 54, 0, 68066,  X*
92, 99.1, 10930, 3616, 21931, 13046, 5534, 4230, 5206, 5068, 74, 66, 1, 69561,  X*
93, 100.1, 7882, 19075, 21169, 3102, 4064, 4657, 6936, 8746, 74, 70, 1, 75631,  X*
94, 101.0, 13930, 4909, 10719, 6214, 5143, 6936, 6596, 5229, 75, 81, 1, 59676,  X*
95, 102.1, 6751, 17137, 1584, 16344, 22431, 16844, 6493, 4099, 75, 75, 0, 91683,  X*
96, 103.0, 25413, 10821, 15430, 6964, 18191, 4951, 9167, 2208, 77, 63, 1, 93145,  X*
97, 104.1, 4374, 40328, 26931, 13435, 8300, 9798, 4906, 4404, 77, 61, 1, 112476,  X*
98, 105.1, 317235, 156763, 123334, 29541, 32947, 17345, 4946, 5840, 61, 60, 1, 687951,  X*
99, 106.0, 17864, 52040, 184861, 22860, 11644, 8531, 4206, 5101, 37, 77, 1, 307107,  X*
100, 107.1, 1862, 14486, 37860, 12265, 14145, 4863, 6264, 7362, 30, 83, 1, 99107,  X*
101, 108.0, 5245, 5564, 8658, 10459, 12678, 6847, 4742, 6882, 38, 84, 0, 61075,  X*
102, 109.1, 1008, 7052, 1416, 1987, 4661, 12325, 5508, 2635, 64, 70, 0, 36592,  X*
103, 110.1, 4580, 4112, 15441, 6720, 7791, 10275, 18121, 10400, 87, 63, 1, 77440,  X*
104, 111.1, 2105, 13887, 21355, 5958, 2940, 8307, 19025, 4767, 94, 61, 1, 78344,  X*
105, 112.1, 7173, 8581, 19221, 5180, 6198, 7456, 5039, 5432, 91, 64, 1, 64280,  X*
106, 113.0, 19899, 21194, 12953, 9521, 8343, 21314, 4602, 10059, 83, 74, 1, 107885,  X*
107, 114.0, 11546, 12286, 14150, 10976, 12297, 39111, 5974, 5577, 91, 64, 1, 111917,  X*
108, 115.1, 4713, 8362, 13092, 8627, 11139, 15612, 16219, 5631, 100, 61, 1, 83395,  X*
109, 116.0, 5705, 16943, 14397, 5150, 11654, 16932, 6451, 11200, 100, 53, 1, 88432,  X*
110, 118.1, 8439, 5524, 13979, 7466, 5316, 23439, 5008, 5224, 100, 56, 1, 74395,  X*
111, 119.0, 109887, 38528, 9150, 9583, 3392, 9292, 9422, 4434, 87, 50, 0, 193688,  X*
112, 120.1, 362043, 51647, 97677, 40614, 6871, 8248, 4772, 4738, 66, 61, 1, 576610,  X*
113, 121.0, 19675, 23285, 27792, 19659, 6844, 10558, 3426, 3745, 51, 66, 1, 114984,  X*
114, 122.1, 148268, 41377, 20992, 8232, 9878, 13647, 3375, 6932, 51, 70, 1, 252701,  X*
115, 123.0, 521354, 253614, 4806, 30973, 12519, 8431, 8344, 4976, 37, 63, 0, 845017,  X*
116, 124.0, 43678, 26411, 36942, 13557, 10121, 14295, 8458, 7660, 48, 56, 1, 161122,  X*
117, 125.0, 5524, 12139, 2599, 1222, 6475, 4668, 9365, 2771, 54, 41, 1, 44763,  X*
118, 126.0, 24762, 5486, 8524, 6805, 11997, 9478, 7932, 8586, 61, 43, 1, 83570,  X*
119, 126.9, 5837, 12385, 5349, 10805, 4949, 10823, 4328, 4744, 83, 54, 0, 59220,  X*
120, 128.0, 6325, 11616, 9851, 5566, 5088, 7429, 2565, 5822, 88, 53, 1, 54262,  X*
121, 129.0, 1368728, 14146, 60247, 25422, 9796, 13018, 5430, 2569, 80, 74, 1, 1499356,  X*
122, 129.9, 27550, 29615, 43675, 6737, 10084, 4497, 6938, 6084, 61, 78, 1, 135180,  X*
123, 131.0, 1619, 15372, 13387, 16908, 3927, 3151, 4897, 5679, 47, 84, 0, 64940,  X*
124, 131.9, 39686, 35334, 95999, 13468, 15017, 6660, 4922, 2407, 29, 93, 1, 213493,  X*
125, 133.0, 1934, 5407, 7283, 20271, 14133, 5923, 6260, 2501, 34, 88, 0, 63712,  X*
126, 134.0, 22518, 17753, 15338, 9765, 7582, 12333, 3077, 1399, 48, 83, 1, 89765,  X*
127, 136.0, 12380, 10877, 8620, 7192, 9444, 10165, 5322, 12411, 63, 77, 1, 76411,  X*
128, 136.9, 2356, 9729, 5314, 12384, 18860, 5083, 1836, 3590, 77, 63, 0, 59152,  X*
129, 138.0, 9225, 18521, 96838, 15420, 7449, 8077, 4132, 9256, 63, 77, 1, 168918,  X*
130, 139.0, 3408, 11936, 11581, 12393, 6426, 8541, 4633, 8328, 60, 80, 0, 67246,  X*
131, 139.9, 8799, 8499, 10557, 1265, 13032, 5835, 3616, 3395, 63, 74, 1, 54998,  X*
132, 142.0, 8024, 7458, 4412, 11004, 6351, 5751, 6890, 5167, 64, 77, 0, 55057,  X*
133, 142.9, 4286, 4564, 4548, 7324, 6306, 5059, 6077, 2676, 69, 64, 0, 40840,  X*
134, 144.0, 3114, 5707, 14143, 8850, 1868, 7348, 7091, 2766, 67, 75, 1, 50887,  X*
135, 144.9, 3758, 9412, 10851, 3690, 3602, 4220, 4328, 2959, 66, 75, 1, 42820,  X*
136, 146.0, 1122, 4541, 2813, 7531, 4733, 10444, 3338, 1605, 83, 74, 0, 36127,  X*
137, 147.0, 4748, 6608, 2619, 7641, 3919, 6543, 8530, 4560, 87, 70, 0, 45168,  X*
138, 147.9, 3292, 9342, 4441, 12519, 5379, 4535, 6584, 4420, 83, 67, 0, 50512,  X*
139, 149.0, 6406, 5876, 4332, 25477, 8041, 8398, 3790, 5023, 84, 70, 0, 67343,  X*
140, 149.9, 7967, 7078, 22111, 6578, 10433, 9679, 3657, 2679, 77, 77, 1, 70182,  X*
141, 151.0, 6106, 6339, 8891, 14835, 4313, 9829, 2263, 11000, 77, 81, 0, 63576,  X*
142, 151.9, 1014, 5764, 9576, 2431, 1982, 4013, 5606, 9359, 78, 81, 1, 39745,  X*
143, 152.9, 3332, 15013, 15757, 4153, 8602, 11170, 3261, 4311, 80, 75, 1, 65599,  X*
144, 153.9, 22938, 45116, 2575, 7087, 14497, 5812, 9883, 6994, 70, 60, 0, 114902,  X*
145, 154.9, 31871, 15384, 9975, 3485, 13252, 5658, 3871, 2081, 66, 51, 1, 85577,  X*
146, 155.8, 9109, 3177, 7096, 9561, 4708, 8589, 5313, 4003, 74, 51, 0, 51556,  X*
147, 156.9, 6249, 20406, 377, 4925, 5433, 13067, 6403, 10610, 78, 40, 0, 67470,  X*
148, 157.8, 116073, 30899, 6812, 22598, 6714, 15783, 10628, 8992, 87, 50, 0, 218499,  X*
149, 158.8, 139343, 191008, 17574, 10661, 2517, 6163, 6525, 5727, 69, 41, 1, 379518,  X*
150, 159.9, 25137, 10723, 13597, 15533, 11113, 6977, 7057, 5877, 61, 41, 0, 96014,  X*
151, 160.8, 416437, 88620, 30876, 13417, 37123, 9601, 9980, 8968, 43, 48, 1, 615022,  X*
152, 161.9, 153364, 47487, 18410, 10560, 36031, 9277, 11773, 6234, 35, 44, 1, 293136,  X*
153, 162.9, 5321, 7568, 3600, 25702, 15144, 9246, 6653, 7821, 54, 60, 0, 81055,  X*
154, 164.9, 40123, 21023, 8571, 19392, 3859, 6759, 9898, 4405, 53, 57, 0, 114030,  X*
155, 165.8, 421318, 83267, 3212, 18885, 6960, 19635, 7861, 10060, 67, 69, 0, 571198,  X*
156, 166.9, 102132, 190419, 35641, 40719, 5701, 12220, 6778, 10299, 50, 63, 0, 403909,  X*
157, 167.8, 9782, 14563, 38368, 60693, 8139, 6972, 7293, 5601, 43, 75, 0, 151411,  X*
158, 168.8, 18088, 71816, 40570, 13546, 39399, 18511, 7127, 4418, 40, 61, 1, 213475,  X*
159, 169.9, 203316, 50967, 44572, 16160, 7847, 11051, 6896, 6702, 34, 70, 1, 347511,  X*
160, 170.8, 25043, 105450, 16959, 58840, 16247, 12735, 5320, 7665, 38, 75, 0, 248259,  X*
161, 171.8, 42290, 41014, 42114, 4311, 4658, 5756, 11904, 5576, 40, 64, 1, 157623,  X*
162, 172.9, 214508, 74681, 22879, 11724, 18847, 12294, 6262, 2819, 38, 63, 1, 364014,  X*
163, 173.8, 36878, 50800, 30215, 9645, 16372, 8619, 14243, 3119, 38, 60, 1, 169891,  X*
164, 174.9, 21881, 10715, 39364, 45610, 5745, 6164, 3905, 5773, 38, 74, 0, 139157,  X*
165, 175.9, 276209, 156126, 13731, 6247, 2508, 2285, 3238, 2322, 21, 57, 1, 462666,  X*
166, 176.7, 3294, 11272, 9962, 4053, 9983, 5901, 2133, 8348, 27, 61, 1, 54946,  X*
167, 177.8, 3142, 8704, 3423, 1900, 6011, 7152, 3504, 8636, 43, 54, 1, 42472,  X*
168, 178.8, 5403, 8065, 7845, 17220, 2735, 6022, 5856, 5734, 51, 48, 0, 58880,  X*
169, 179.9, 16109, 16308, 3239, 7078, 4024, 16989, 5296, 6092, 88, 54, 0, 75135,  X*
170, 180.8, 5659, 24930, 6910, 10682, 11080, 10429, 4696, 5540, 88, 53, 0, 79926,  X
171, 181.8, 9550, 9368, 36598, 22413, 7288, 10811, 2494, 5061, 77, 69, 1, 103583,  X
172, 182.8, 4368, 10768, 4552, 13827, 4030, 13225, 6978, 6748, 87, 63, 0, 64496,  X
173, 183.8, 9341, 3796, 13037, 5700, 9244, 7319, 2145, 5837, 80, 74, 1, 56419,  X
174, 184.7, 9812, 6143, 11445, 11508, 3650, 14855, 4603, 4080, 87, 80, 0, 66096,  X
175, 185.8, 18374, 32888, 9184, 5571, 12898, 6443, 7068, 2477, 84, 64, 1, 94903,  X
176, 186.7, 394121, 133423, 36645, 23901, 4599, 9604, 3132, 3501, 66, 61, 1, 608926,  X
177, 188.8, 94491, 71795, 17556, 1471, 11499, 4456, 6427, 7865, 48, 50, 1, 215560,  X
178, 189.7, 62629, 141765, 20912, 5306, 13213, 11607, 4182, 7300, 27, 41, 1, 266914,  X
179, 190.8, 28441, 34879, 23448, 7529, 8923, 9036, 3700, 8485, 37, 44, 1, 124441,  X
180, 191.8, 38081, 57476, 10481, 10477, 5925, 6991, 8763, 3275, 41, 47, 1, 141469,  X
181, 192.8, 17083, 13889, 33930, 16822, 12669, 4068, 7666, 3574, 37, 54, 1, 109701,  X
182, 192.8, 17408, 30099, 12006, 4521, 6916, 11238, 3459, 2803, 48, 61, 1, 88450,  X
