obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
83, 91.6, 27369, 16461, 14019, 2734, 6129, 8459, 3094, 5639, 51, 56, 1, 83904,  1*
84, 92.5, 49605, 56592, 4035, 11066, 8118, 10697, 3370, 2609, 47, 41, 0, 146092,  1*
85, 93.6, 15597, 32138, 2109, 6877, 3394, 12135, 2858, 2012, 54, 26, 0, 77120,  1*
86, 94.6, 3040, 26742, 2993, 3881, 8637, 9620, 3457, 3864, 64, 21, 0, 62234,  1*
87, 95.6, 54547, 40513, 25031, 6758, 9195, 7617, 6372, 2987, 56, 23, 1, 153020,  1*
88, 96.6, 3546, 11845, 1106, 4325, 2816, 7388, 11549, 2916, 66, 24, 0, 45491,  1*
89, 97.5, 12703, 15376, 5444, 4703, 12121, 6918, 5551, 3726, 66, 27, 1, 66542,  1*
90, 98.6, 12857, 17296, 4796, 11791, 6691, 5342, 7765, 5785, 61, 40, 0, 72323,  1*
91, 99.6, 15741, 16047, 33351, 21527, 21401, 13119, 11558, 3572, 64, 44, 1, 136316,  1*
92, 100.5, 994, 14127, 54457, 8879, 8461, 6858, 5370, 3079, 51, 64, 1, 102225,  1*
93, 101.6, 1238, 8637, 4742, 7661, 5097, 19602, 5477, 1871, 61, 66, 0, 54325,  1*
94, 102.5, 9330, 45289, 34231, 10766, 8322, 9469, 3579, 2969, 57, 67, 1, 123955,  1*
95, 104.5, 18399, 6906, 4437, 6739, 3033, 5042, 3478, 2222, 63, 63, 0, 50256,  1*
96, 105.4, 19115, 7571, 16064, 2431, 10375, 9999, 3646, 3245, 69, 51, 1, 72446,  1*
97, 106.6, 3532, 5737, 28203, 3558, 3224, 3860, 3838, 3622, 69, 63, 1, 55574,  1*
98, 107.6, 21459, 8888, 17040, 14873, 11383, 6463, 7522, 3733, 64, 67, 1, 91361,  1*
99, 109.5, 89021, 14176, 2653, 1429, 1786, 2400, 1931, 963, 54, 66, 1, 114359,  1*
100, 110.5, 2826, 20355, 1748, 6641, 2536, 6588, 4696, 3078, 50, 50, 0, 48468,  1*
101, 111.5, 40447, 19895, 10734, 6525, 7195, 8077, 2682, 3567, 53, 41, 1, 99122,  1*
102, 112.5, 2454, 6742, 12906, 24890, 5190, 7073, 4560, 4606, 53, 61, 0, 68421,  1*
103, 113.5, 126630, 52564, 21495, 3055, 12242, 11900, 4249, 4021, 54, 51, 1, 236156,  1*
104, 114.5, 56994, 8851, 10239, 9817, 6117, 6212, 4237, 1843, 54, 61, 1, 104310,  1*
105, 115.5, 39197, 14154, 47294, 18565, 16884, 6559, 4688, 4858, 47, 74, 1, 152199,  1*
106, 116.4, 28922, 13620, 9015, 11266, 9839, 9757, 9358, 4586, 51, 61, 0, 96363,  1*
107, 117.5, 10984, 5187, 7243, 10340, 6596, 7103, 6196, 6579, 57, 70, 0, 60228,  1*
108, 118.5, 5523, 13878, 16153, 14531, 3878, 12247, 7668, 2189, 60, 70, 1, 76067,  1*
109, 119.5, 70530, 35543, 4326, 3946, 10332, 7450, 3516, 4388, 67, 50, 1, 140031,  1*
110, 120.5, 47010, 37903, 6077, 2488, 7678, 5263, 5753, 3851, 60, 40, 1, 116023,  1*
111, 121.4, 214626, 111499, 15306, 13268, 16480, 8978, 4840, 4675, 44, 26, 1, 389672,  1*
112, 122.5, 16668, 6280, 12789, 8434, 20595, 7468, 9966, 6021, 44, 21, 1, 88221,  1*
113, 123.4, 6330, 13292, 5708, 27336, 6231, 7134, 3158, 3470, 43, 40, 0, 72659,  1*
114, 124.5, 21275, 13767, 16220, 6787, 5704, 4456, 6149, 4549, 44, 56, 1, 78907,  1*
115, 125.5, 13446, 8398, 9527, 4275, 5275, 9839, 7561, 1775, 63, 66, 1, 60096,  1*
116, 126.4, 3062, 12236, 16292, 9413, 12206, 2453, 3603, 3615, 50, 69, 1, 62880,  1*
117, 127.5, 9305, 9779, 16018, 13636, 2844, 9349, 6786, 1455, 54, 69, 1, 69172,  1*
118, 128.4, 14802, 14449, 11655, 1663, 4031, 15210, 4603, 2044, 67, 61, 1, 68457,  1*
119, 129.4, 6725, 14189, 22611, 11180, 11196, 5241, 2263, 3205, 54, 67, 1, 76610,  1*
120, 130.5, 5585, 1522, 4616, 8991, 13105, 6394, 6712, 4057, 74, 64, 0, 50982,  1*
121, 131.4, 4145, 8542, 3805, 3053, 7029, 3758, 3125, 3380, 70, 53, 1, 36837,  1*
122, 133.5, 1851, 7164, 6944, 6722, 12609, 6518, 2449, 1806, 66, 56, 1, 46063,  1*
123, 134.3, 68854, 21818, 16303, 17751, 15709, 7041, 4275, 2455, 60, 60, 0, 154206,  1*
124, 135.4, 8859, 14722, 4944, 4003, 4535, 4078, 3501, 6544, 56, 61, 1, 51186,  1*
125, 136.4, 10657, 10791, 18822, 4298, 6375, 9310, 3746, 2840, 56, 64, 1, 66839,  1*
126, 137.5, 61308, 45916, 3781, 22136, 7376, 7836, 12787, 5778, 51, 54, 0, 166918,  1*
127, 138.6, 139322, 23591, 3290, 4732, 12681, 21297, 14157, 7133, 66, 38, 0, 226203,  1*
128, 139.4, 8717, 25384, 9266, 11691, 4083, 12906, 4573, 3852, 70, 41, 0, 80472,  1*
129, 140.4, 8415, 25640, 10222, 7767, 4992, 6477, 7300, 5076, 64, 35, 1, 75889,  1*
130, 141.4, 1867, 18470, 4092, 21955, 9293, 4157, 3699, 3491, 64, 40, 0, 67024,  1*
131, 142.3, 15474, 25697, 8295, 7461, 5852, 6106, 5013, 5157, 50, 50, 1, 79055,  1*
132, 143.4, 5443, 14117, 4962, 25946, 5324, 3840, 4066, 2800, 41, 60, 0, 66498,  1*
133, 144.4, 34973, 12048, 24161, 13963, 10518, 13322, 8464, 3204, 47, 66, 1, 120653,  1*
134, 145.5, 19361, 10684, 13010, 2926, 29983, 15127, 7286, 10127, 61, 57, 1, 108504,  1*
135, 146.4, 8231, 34775, 59413, 13272, 6489, 6259, 5378, 2635, 53, 69, 1, 136452,  1*
136, 147.3, 11162, 7118, 6452, 10764, 5088, 5615, 8433, 3657, 61, 66, 0, 58289,  1*
137, 148.4, 33543, 11646, 36655, 14020, 9150, 4945, 5914, 3842, 50, 70, 1, 119715,  1*
138, 149.4, 20829, 7937, 3529, 10132, 3287, 6694, 2878, 3636, 44, 81, 0, 58922,  1*
139, 151.4, 96372, 65928, 71913, 10899, 11693, 9855, 4156, 2940, 44, 77, 1, 273756,  1*
140, 152.3, 16884, 12441, 13200, 15796, 3620, 10785, 5224, 5676, 51, 67, 0, 83626,  1*
141, 153.4, 155750, 8851, 5370, 3550, 18386, 13142, 9755, 10511, 57, 57, 1, 225315,  1*
142, 154.4, 105673, 77635, 7784, 12717, 6107, 13976, 14282, 6222, 66, 44, 0, 244396,  1*
143, 155.4, 28044, 8974, 3234, 13132, 2468, 6908, 18650, 5454, 74, 47, 0, 86864,  1*
144, 157.3, 272277, 17611, 4031, 6918, 4467, 1850, 4929, 956, 61, 40, 0, 313039,  1*
145, 158.3, 810943, 330695, 58022, 46121, 8094, 14517, 44588, 8470, 30, 53, 1, 1321450,  1*
146, 159.4, 66373, 52970, 19013, 11059, 15779, 14170, 21242, 5238, 26, 44, 1, 205844,  1*
147, 160.3, 19105, 12074, 20425, 6962, 7573, 20983, 7446, 4307, 44, 48, 1, 98875,  1*
148, 161.4, 13771, 5531, 37136, 10037, 5302, 12718, 10827, 6192, 51, 56, 1, 101514,  1*
149, 162.4, 14083, 14845, 16622, 58511, 4802, 25253, 5064, 3386, 70, 70, 0, 142566,  1*
150, 163.2, 20526, 18586, 19956, 6753, 7739, 6823, 4950, 4707, 70, 80, 1, 90040,  1*
151, 164.4, 272930, 30427, 13672, 9330, 7707, 8765, 6645, 1848, 60, 77, 1, 351324,  1*
152, 165.3, 39175, 17761, 7930, 20891, 18534, 4972, 4578, 4419, 53, 66, 0, 118260,  1*
153, 166.4, 7922, 17080, 13332, 11541, 8247, 8473, 19599, 9025, 50, 57, 1, 95219,  1*
154, 167.3, 16560, 7350, 1309, 7480, 11491, 23924, 11707, 15225, 69, 47, 0, 95046,  1*
155, 168.3, 104135, 64315, 11750, 24564, 14347, 12559, 6905, 14381, 67, 44, 0, 252956,  1*
156, 169.3, 17767, 6525, 537, 5330, 2757, 7623, 10126, 4642, 83, 38, 0, 55307,  1*
157, 170.3, 25641, 5755, 11677, 7115, 17622, 13703, 13591, 8556, 93, 35, 1, 103660,  1*
158, 171.2, 1483, 13537, 7360, 5862, 8137, 6302, 12436, 3076, 77, 41, 1, 58193,  1*
159, 172.3, 173118, 123286, 7124, 9446, 7365, 14653, 6245, 3080, 75, 30, 0, 344317,  1*
160, 173.2, 2942, 9482, 6440, 3451, 3337, 6780, 11236, 4228, 69, 37, 1, 47896,  1*
161, 175.3, 194216, 94812, 27521, 16686, 6568, 23581, 11542, 8469, 57, 30, 1, 383395,  1*
162, 176.2, 5106, 12991, 7192, 16539, 9555, 5055, 16509, 4403, 64, 43, 0, 77350,  1*
163, 177.3, 16948, 16625, 26993, 15142, 10282, 7477, 5019, 7596, 56, 50, 1, 106082,  1*
164, 178.3, 9104, 2831, 120309, 35534, 7728, 10693, 4781, 2036, 48, 75, 1, 193016,  1*
165, 180.3, 17614, 21198, 6203, 6438, 4857, 5179, 5918, 3770, 40, 78, 0, 71177,  1
166, 181.2, 409867, 54165, 12632, 16882, 26103, 10433, 3908, 6569, 38, 56, 0, 540559,  1
167, 182.3, 38174, 38057, 10954, 32550, 11517, 5906, 4100, 3266, 40, 38, 0, 144524,  1
168, 183.2, 39524, 46728, 14053, 7961, 9744, 2646, 6015, 5363, 26, 38, 1, 132034,  1
169, 184.2, 104600, 10935, 2139, 1096, 1524, 1342, 502, 701, 23, 34, 1, 122839,  1
170, 185.3, 13039, 20148, 8735, 4719, 5819, 9155, 4483, 2340, 29, 35, 1, 68438,  1
171, 186.2, 14798, 15408, 7706, 17841, 12282, 4598, 3986, 2983, 35, 35, 0, 79602,  1
172, 187.2, 28578, 22186, 6819, 14630, 7514, 21214, 5068, 3841, 57, 37, 0, 109850,  1
173, 188.3, 4668, 28966, 59906, 21537, 5181, 9190, 8658, 5121, 56, 53, 1, 143227,  1
174, 188.3, 73972, 32239, 56709, 16688, 6540, 12867, 3011, 3874, 50, 64, 1, 205900,  1
