obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
44, 48.0, 2007, 7366, 13419, 3407, 7585, 11933, 2995, 3729, 61, 23, 1, 52441,  2*
45, 49.1, 28965, 5040, 11946, 17440, 8269, 11765, 6894, 5537, 70, 43, 0, 95856,  2*
46, 50.0, 17524, 12215, 5374, 13719, 2947, 5335, 5674, 3100, 70, 48, 0, 65888,  2*
47, 51.1, 21456, 18902, 6093, 6284, 18558, 13698, 6673, 4461, 84, 54, 0, 96125,  2*
48, 52.0, 10848, 24282, 39061, 11253, 8450, 6336, 8140, 2845, 64, 61, 1, 111215,  2*
49, 53.0, 199002, 63919, 3533, 8384, 6718, 5204, 5913, 4064, 50, 41, 0, 296737,  2*
50, 54.0, 95943, 18080, 11524, 11424, 2208, 6777, 5502, 9230, 50, 41, 1, 160688,  2*
51, 55.1, 17437, 6334, 20536, 9402, 1411, 3202, 4325, 1986, 34, 63, 1, 64633,  2*
52, 55.9, 23852, 25735, 3353, 8427, 5936, 5079, 2654, 5861, 38, 51, 0, 80897,  2*
53, 57.1, 14247, 71561, 50705, 29986, 10219, 2776, 2063, 4615, 24, 67, 1, 186172,  2*
54, 58.0, 40900, 31750, 9562, 14574, 8412, 13012, 7056, 4051, 27, 61, 0, 129317,  2*
55, 60.1, 13295, 10653, 17082, 1802, 3593, 2380, 3678, 2795, 26, 53, 1, 55278,  2*
56, 61.0, 4046, 8044, 11826, 9274, 3863, 6932, 5696, 3776, 61, 53, 1, 53457,  2*
57, 62.0, 59662, 29244, 22869, 4104, 3682, 12168, 4730, 3830, 61, 54, 1, 140289,  2*
58, 63.0, 26701, 16611, 2077, 2765, 3370, 5550, 11761, 4712, 74, 38, 0, 73547,  2*
59, 65.0, 20257, 17424, 8738, 19298, 6748, 7107, 5362, 4442, 64, 50, 0, 89376,  2*
60, 66.0, 24342, 40190, 30444, 17359, 9062, 7800, 6258, 3338, 44, 44, 1, 138793,  2*
61, 67.0, 10590, 5194, 3498, 17830, 16905, 7648, 2676, 2055, 47, 56, 0, 66396,  2*
62, 68.0, 8675, 20171, 15627, 4714, 10702, 5324, 6358, 5802, 47, 53, 1, 77373,  2*
63, 68.9, 218183, 15959, 9053, 15540, 10937, 6678, 13301, 4354, 54, 56, 0, 294005,  2*
64, 70.0, 6184, 14993, 32455, 8281, 8410, 13937, 22367, 5289, 64, 57, 1, 111916,  2*
65, 70.9, 345274, 45486, 16157, 8098, 7965, 6272, 7732, 1912, 53, 53, 1, 438896,  2*
66, 71.9, 99656, 42553, 6355, 977, 2490, 5864, 2239, 2380, 51, 41, 1, 162514,  2*
67, 73.0, 13739, 24478, 14177, 6954, 3185, 6526, 3914, 3441, 48, 40, 1, 76414,  2*
68, 73.9, 61167, 11971, 18131, 16665, 9821, 18294, 4269, 8853, 53, 38, 1, 149171,  2*
69, 75.1, 458559, 81165, 18784, 6479, 10648, 12612, 5495, 7358, 56, 35, 1, 601100,  2*
70, 76.0, 3229, 15865, 13807, 2807, 3827, 6351, 3450, 2549, 61, 48, 1, 51885,  2*
71, 76.9, 3685, 31553, 20136, 18553, 5321, 12138, 15063, 6240, 63, 51, 1, 112689,  2*
72, 78.0, 17838, 16652, 10225, 23150, 9465, 7859, 11769, 7208, 54, 53, 0, 104166,  2*
73, 78.9, 7876, 1013, 7344, 8558, 3994, 7172, 7386, 4058, 66, 69, 0, 47401,  2*
74, 80.0, 33675, 63037, 13721, 23189, 16253, 12232, 3515, 2943, 61, 64, 0, 168565,  2*
75, 81.0, 4395, 4789, 2584, 3738, 13253, 5164, 4435, 3465, 74, 54, 0, 41823,  2*
76, 81.9, 3249, 16054, 2112, 4783, 3772, 8201, 2445, 6159, 81, 41, 0, 46775,  2*
77, 82.9, 22618, 54644, 66973, 20536, 14239, 4882, 12785, 6299, 56, 38, 1, 202976,  2*
78, 83.9, 227393, 8697, 532, 2036, 4102, 1714, 2674, 1365, 60, 30, 0, 248513,  2*
79, 84.8, 62030, 40844, 11519, 6581, 8980, 10968, 6519, 12805, 48, 30, 1, 160246,  2*
80, 86.0, 210290, 39593, 18311, 7557, 5967, 6960, 8534, 3485, 35, 38, 1, 300697,  2*
81, 86.9, 13482, 5569, 7547, 5487, 5242, 5534, 4330, 9492, 56, 35, 1, 56683,  2*
82, 89.0, 138006, 75242, 21645, 15604, 18832, 9025, 14793, 13092, 50, 41, 1, 306239,  2*
83, 89.9, 27380, 44212, 32486, 13797, 12623, 8744, 9009, 13865, 56, 51, 1, 162116,  2*
84, 90.9, 539539, 188977, 10770, 19581, 46085, 27537, 6126, 15320, 50, 34, 0, 853935,  2*
85, 91.9, 83855, 23930, 14831, 6886, 5526, 6902, 5151, 3187, 54, 38, 1, 150268,  2*
86, 92.9, 28304, 9648, 31677, 5917, 15007, 11493, 6442, 13755, 51, 41, 1, 122243,  2*
87, 93.9, 17866, 29978, 17190, 43325, 12547, 11534, 9201, 12060, 53, 47, 0, 153701,  2*
88, 94.8, 30293, 74198, 7899, 8786, 5702, 11626, 5261, 3675, 53, 51, 0, 147440,  2*
89, 95.9, 199769, 34626, 22303, 20059, 17905, 27764, 50485, 11377, 61, 51, 1, 384288,  2*
90, 96.9, 176596, 14360, 9293, 8405, 4045, 4229, 3568, 2221, 56, 48, 1, 222717,  2*
91, 97.9, 9022, 17530, 7255, 6051, 10875, 36123, 11860, 8837, 78, 30, 1, 107553,  2*
92, 98.9, 83433, 28975, 13067, 20103, 18766, 15455, 14145, 4442, 84, 41, 0, 198386,  2*
93, 99.8, 248577, 94575, 14175, 18693, 12630, 10591, 10742, 4248, 69, 37, 0, 414231,  2*
94, 100.8, 36996, 9382, 10704, 4964, 12240, 10763, 5545, 6546, 81, 34, 1, 97140,  2*
95, 101.9, 12649, 14226, 24221, 17704, 5917, 21643, 7030, 3325, 70, 48, 1, 106715,  2*
96, 102.8, 99767, 85915, 6850, 15554, 10355, 13272, 12352, 5062, 63, 38, 0, 249127,  2*
97, 103.9, 398675, 49612, 7359, 4148, 16706, 50826, 17895, 19269, 87, 27, 1, 564490,  2*
98, 104.9, 53224, 23605, 8070, 8192, 18589, 6231, 11780, 5556, 77, 24, 0, 135247,  2*
99, 106.9, 34789, 5442, 28104, 30622, 15268, 19272, 14095, 4449, 75, 27, 0, 152041,  2*
100, 107.8, 3111, 9194, 84010, 17445, 5666, 11766, 10258, 4570, 56, 83, 1, 146020,  2*
101, 108.9, 13990, 14016, 36012, 19769, 4674, 24589, 8903, 10493, 64, 94, 1, 132446,  2*
102, 109.8, 21427, 21737, 6955, 3899, 5576, 5718, 7432, 13738, 60, 80, 1, 86482,  2*
103, 110.8, 614826, 62099, 5621, 4107, 19577, 8534, 6324, 3692, 56, 53, 1, 724780,  2*
104, 112.8, 196102, 5598, 1985, 1393, 1994, 1020, 1322, 1626, 57, 34, 1, 211040,  2*
105, 113.8, 44474, 22162, 10127, 43083, 55497, 69728, 12019, 12952, 53, 26, 0, 270042,  2*
106, 114.9, 5276, 25261, 59695, 13562, 48915, 19715, 14513, 6469, 57, 44, 1, 193406,  2*
107, 115.8, 12977, 50846, 23754, 1379, 16522, 20392, 18948, 5261, 64, 43, 1, 150079,  2*
108, 116.9, 11266, 16930, 14196, 6919, 50769, 29963, 16125, 10849, 94, 34, 1, 157017,  2*
109, 117.8, 40744, 5086, 5722, 10926, 20500, 7978, 12932, 5907, 87, 37, 0, 109795,  2*
110, 118.7, 4261, 16598, 5105, 3241, 2912, 11229, 11593, 8417, 93, 27, 1, 63356,  2*
111, 119.8, 40294, 116715, 14778, 16737, 12909, 12225, 6924, 4506, 81, 24, 0, 225088,  2*
112, 120.8, 12958, 43914, 16607, 6696, 6162, 6444, 14108, 10084, 60, 30, 1, 116973,  2*
113, 121.8, 2324, 10085, 36407, 1796, 5437, 16841, 9314, 7586, 60, 38, 1, 89790,  2*
114, 122.8, 371021, 58018, 35012, 18599, 7005, 24072, 19703, 15172, 53, 47, 1, 548602,  2*
115, 123.7, 10159, 2995, 8357, 6392, 10961, 16087, 16445, 20913, 78, 54, 1, 92309,  2*
116, 124.8, 506984, 59086, 21091, 10942, 7460, 10233, 9732, 8980, 80, 54, 1, 634508,  2*
117, 125.8, 284805, 10955, 24223, 9806, 24243, 7263, 22746, 6550, 70, 51, 1, 390591,  2*
118, 126.7, 25711, 6847, 4412, 8509, 12635, 10460, 10417, 4776, 81, 47, 0, 83767,  2*
119, 127.8, 1860, 17605, 2354, 4756, 19223, 9988, 10225, 16879, 74, 37, 0, 82890,  2*
120, 128.7, 17605, 40871, 18139, 4666, 6425, 33561, 14087, 9256, 90, 34, 1, 144610,  2*
121, 130.8, 4651, 16679, 41039, 38877, 8113, 12037, 18519, 3758, 87, 41, 1, 143673,  2*
122, 131.7, 464159, 77356, 9567, 12499, 19667, 5683, 6543, 5526, 66, 43, 0, 601000,  2*
123, 132.8, 107159, 60634, 29682, 9208, 15400, 5603, 4284, 9902, 43, 48, 1, 241872,  2*
124, 133.8, 10609, 15254, 5599, 17954, 17237, 14680, 7024, 9174, 54, 35, 0, 97531,  2*
125, 135.8, 77346, 16264, 3377, 3023, 706, 4303, 4429, 2749, 44, 34, 1, 112197,  2*
126, 136.7, 6425, 10613, 24554, 9239, 10992, 18013, 5808, 5788, 84, 44, 1, 91432,  2*
127, 137.8, 499789, 73814, 16759, 3408, 4051, 6882, 27008, 9977, 67, 37, 1, 641688,  2*
128, 138.7, 41083, 39032, 7469, 7946, 25268, 22747, 12723, 10780, 77, 34, 0, 167048,  2*
129, 139.7, 2020, 14612, 3204, 10494, 21569, 16413, 10748, 8714, 81, 27, 0, 87774,  2*
130, 140.8, 69770, 28797, 11110, 44369, 27383, 17412, 27612, 9021, 74, 26, 0, 235474,  2*
131, 141.7, 1324, 15015, 8890, 13589, 5012, 9919, 15530, 12481, 87, 38, 0, 81760,  2*
132, 142.6, 4141, 3940, 18479, 8966, 14478, 24938, 7928, 11940, 91, 48, 1, 94810,  2*
133, 143.8, 9525, 11833, 10488, 13485, 13434, 21058, 14602, 19391, 91, 54, 0, 113816,  2*
134, 144.7, 14973, 15452, 7881, 6493, 11253, 12792, 17863, 8528, 97, 48, 1, 95235,  2*
135, 145.8, 28640, 50261, 24672, 13024, 19079, 21500, 6488, 9299, 97, 43, 1, 172963,  2*
136, 146.7, 1432, 4264, 8892, 9562, 9993, 20352, 14512, 12990, 97, 43, 0, 81997,  2*
137, 147.6, 15760, 9168, 27561, 18586, 14532, 15964, 21703, 16897, 91, 50, 1, 140171,  2*
138, 148.7, 45503, 113140, 12017, 27472, 22903, 23777, 12259, 6986, 81, 47, 0, 264057,  2*
139, 149.7, 424551, 65239, 30971, 15122, 6538, 28954, 23489, 6486, 81, 47, 1, 601350,  2*
140, 150.8, 30788, 27275, 6821, 9556, 9103, 17987, 4457, 5339, 75, 41, 0, 111326,  2*
141, 151.7, 406098, 26712, 17091, 5102, 17285, 16905, 19229, 7510, 78, 29, 1, 515932,  2*
142, 152.7, 813417, 30813, 59924, 10817, 10500, 26199, 11804, 15219, 83, 43, 1, 978693,  2*
143, 153.7, 8760, 9835, 23274, 6904, 33670, 23832, 15301, 11391, 91, 41, 1, 132967,  2*
144, 154.7, 114382, 30532, 15364, 18309, 46700, 39173, 23468, 3079, 94, 41, 0, 291007,  2*
145, 155.6, 827310, 58622, 7530, 11749, 13183, 17686, 10935, 5824, 90, 38, 0, 952839,  2*
146, 156.7, 550387, 35436, 61399, 3883, 18655, 18533, 11649, 6273, 87, 37, 1, 706215,  2*
147, 157.6, 16824, 13939, 13765, 13682, 11040, 12930, 10838, 4192, 80, 41, 1, 97210,  2*
148, 159.7, 16716, 5948, 11116, 9590, 5826, 20474, 13454, 9334, 81, 48, 1, 92458,  2*
149, 160.6, 265504, 72442, 11938, 9349, 9864, 31576, 8345, 16771, 97, 37, 1, 425789,  2*
150, 161.7, 5175, 5096, 1182, 3641, 6285, 30711, 12666, 6343, 100, 20, 0, 71099,  2*
151, 162.6, 44649, 51847, 21778, 3918, 14069, 26356, 18514, 15605, 96, 11, 1, 196736,  2*
152, 163.7, 653313, 25958, 6632, 17842, 18886, 12837, 23008, 5219, 81, 14, 0, 763695,  2*
153, 164.7, 12671, 24347, 18736, 10554, 11106, 9966, 7747, 4307, 70, 26, 1, 99434,  2*
154, 165.6, 712466, 82183, 68052, 6741, 14818, 17374, 9483, 5995, 44, 43, 1, 917112,  2*
155, 166.7, 100622, 16501, 5511, 10502, 8573, 7852, 12719, 8608, 41, 48, 0, 170888,  2*
156, 167.6, 90310, 24491, 25332, 7618, 9909, 45857, 15571, 13378, 51, 50, 1, 232466,  2*
157, 168.6, 11535, 6687, 14089, 34512, 6175, 24089, 12805, 4306, 57, 54, 0, 114198,  2*
158, 169.7, 50798, 10024, 11136, 7423, 24924, 18843, 11987, 19092, 74, 48, 1, 154227,  2*
159, 170.6, 268959, 40867, 11874, 2807, 1941, 3218, 7979, 6797, 61, 44, 1, 344442,  2*
160, 171.5, 7162, 32002, 26256, 15089, 8594, 25313, 32610, 5183, 54, 48, 1, 152209,  2*
161, 172.7, 93020, 98981, 11404, 22067, 17181, 21368, 36979, 21445, 47, 34, 0, 322445,  2*
162, 173.6, 55769, 46078, 21969, 8907, 23321, 28890, 8966, 5765, 41, 34, 1, 199665,  2*
163, 174.7, 371940, 96008, 1099, 18135, 22704, 14056, 13041, 10998, 47, 24, 0, 547981,  2*
164, 175.6, 817383, 87878, 10085, 29916, 9493, 19281, 27547, 14773, 40, 20, 0, 1016356,  2*
165, 177.6, 7061, 6611, 32647, 9118, 13302, 10718, 6893, 7838, 43, 37, 1, 94188,  2*
166, 178.6, 412756, 97580, 7252, 17621, 34838, 30963, 25478, 9377, 54, 41, 0, 635865,  2*
167, 179.6, 28590, 47199, 28323, 22328, 31471, 26987, 21219, 9733, 61, 47, 1, 215850,  2*
168, 180.6, 247879, 33909, 11897, 7331, 18226, 14649, 12233, 11228, 63, 29, 1, 357352,  2
169, 181.6, 4730, 11520, 10755, 1964, 4264, 13582, 10535, 7817, 61, 27, 1, 65167,  2
170, 183.6, 8498, 6476, 7268, 14901, 21285, 10497, 6999, 6587, 64, 40, 0, 82511,  2
171, 184.5, 43735, 12600, 18241, 2772, 13367, 14049, 10473, 7200, 63, 44, 1, 122437,  2
172, 185.7, 13703, 7733, 33519, 53066, 7702, 8846, 5476, 4343, 48, 64, 0, 134388,  2
173, 186.5, 9308, 7999, 18387, 22429, 11789, 13010, 6109, 8422, 44, 70, 0, 97453,  2
174, 187.7, 279411, 36088, 15776, 5061, 4534, 14053, 8565, 4497, 48, 69, 1, 367985,  2
175, 188.6, 335686, 94845, 34993, 31834, 14159, 17316, 21629, 11318, 38, 69, 1, 561780,  2
176, 189.5, 20283, 22895, 15536, 2409, 9881, 14400, 8024, 19210, 50, 48, 1, 112638,  2
177, 190.6, 22612, 2357, 24354, 7116, 5287, 19686, 6246, 6982, 54, 50, 1, 94640,  2
178, 191.6, 14049, 14094, 29146, 17395, 15762, 20847, 6615, 2721, 57, 57, 1, 120629,  2
179, 192.6, 20524, 55719, 13077, 9505, 7709, 16774, 19498, 11107, 63, 51, 1, 153913,  2
180, 192.6, 11720, 45091, 47036, 4205, 36320, 51785, 74069, 9828, 66, 51, 1, 280054,  2
